Judul,Tanggal,Penulis,Isi,Link Lengkap
Polisi Tangkap Pelaku Begal Sadis yang Bacok Sopir Taksi Online di Jakbar,2023-05-18 19:25:00,"['Yogi Ernes', 'Https', 'Www.Facebook.Com Detikcom', 'Yogi Ernes -']","Polisi telah melakukan penyelidikan terkait aksi begal disertai pembacokan terhadap sopir taksi online inisial Q (35) di Grogol Petamburan, Jakarta Barat. Satu orang pelaku kini ditangkap.

""Ya, benar. Kami baru saja mengamankan seorang pelaku berinisial EH, warga Batuceper, Tangerang, di pinggir tanggul Banjir Kanal Barat, Jakarta Barat,"" kata Kapolsek Tanjung Duren Kompol Muharram Wibisono kepada wartawan, Kamis (18/5/2023).

Wibisono mengatakan pelaku saat ini telah diamankan di Polsek Tanjung Duren. Pelaku begal sadis itu masih menjalani pemeriksaan.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Terpisah, Kanit Reskrim Polsek Tanjung Duren Iptu Tri Baskoro Bintang mengatakan pelaku pembegalan berjumlah tiga orang. Pelaku berperan membacok hingga merampas handphone korban.

Tri mengatakan sejauh ini baru satu pelaku yang diamankan. Dua pelaku lainnya masih dalam pengejaran kepolisian.

""Dari ketiga pelaku, kami berhasil mengamankan seorang pelaku berinisial EH. EH kami sergap di pinggir tanggul Banjir Kanal Barat Jakarta Barat saat pelaku sedang duduk santai,"" ucapnya.

Korban Dibacok di Kepala

Sopir taksi online menjadi korban begal bersenjata tajam di wilayah Tanjung Duren, Jakarta Barat. Korban dibacok di bagian kepala hingga bersimbah darah.

Dalam video yang beredar seperti dilihat detikcom Rabu (17/5), terlihat korban berada di mobilnya dengan kondisi kepala bersimbah darah. Korban diselamatkan oleh warga.

Kapolsek Tanjung Duren Kompol Muharram Wibisono mengatakan peristiwa tersebut terjadi di Tomang, Grogol Petamburan, pada Sabtu (13/5) sekitar pukul 04.00 WIB. Saat itu korban Q (35) hendak gantian dengan adiknya MTA (23) untuk bekerja.

Sesaat kemudian, datang tiga orang memaksa korban untuk menyerahkan ponselnya. Karena korban tak mau, pelaku kemudian membacoknya.

""Nggak diberikan (ponsel), ternyata mereka bawa sajam parang. Gara-gara nggak diberikan, itu maksa, diseranglah sama pelaku ini,"" kata Wibisono saat dihubungi, Rabu (17/5/2023).

Sabetan senjata tajam tersebut mengenai kepala korban Q hingga bersimbah darah. Korban selanjutnya dilarikan ke rumah sakit dan mendapat lima jahitan akibat sabetan senjata tajam tersebut.

""Kena kepalanya, lima jahitan,"" ujarnya.

Lihat juga Video 'Detik-detik Wanita Korban Begal Dibacok di Palembang':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727104/polisi-tangkap-pelaku-begal-sadis-yang-bacok-sopir-taksi-online-di-jakbar
Viral WN Asal Afrika Barat Hadang Mobil Sambil Telanjang Dada di Tangerang,2023-05-18 19:23:25,"['Adrial Akbar', 'Https', 'Www.Facebook.Com Detikcom', 'Adrial Akbar -']","Viral di media sosial seorang pria bertelanjang dada menghalangi pengendara mobil di kawasan Tangerang. Dinarasikan pria tersebut merupakan warga negara asing (WNA).

Dalam video viral yang dilihat Kamis (18/5/2023), pria tersebut menghalangi sebuah mobil sambil berbicara menggunakan bahasa asing. Warga pun meminta pria tersebut pergi dan tidak menghalangi mobil di jalan.

Kasi Humas Polres Tangsel Ipda Galih membenarkan adanya kejadian tersebut. Galih mengatakan peristiwa itu terjadi pukul 07.30 WIB di kawasan Cisauk, Kabupaten Tangerang. Adapun WNA tersebut berinisial KA (44). KA berasal dari Sierra Leone, sebuah negara di kawasan Afrika Barat.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Identitas WNA KA. Laki-laki, umur sekitar 44 tahun, kewarganegaraan Sierra Leone,"" kata Galih dalam keterangannya kepada wartawan.

Kejadian bermula ketika seorang saksi melihat WNA tersebut sedang tiduran di pinggir jalan di lokasi kejadian. Tak lama kemudian, saksi juga melihat WNA tersebut menghadang mobil yang sedang lewat.

Melihat hal itu, rekan saksi menghubungi petugas keamanan setempat. Kemudian keluarga WNA tersebut datang ke lokasi dan membawanya pulang.

""Kemudian rekan saksi menghubungi patroli sekuriti BSD (P2T) dan tiba sekitar pukul 08.00 WIB. Tidak lama kemudian keluarga WNA tersebut datang ke lokasi dan membawa WNA tersebut pulang,"" sebutnya.

Galih mengatakan, berdasarkan keterangan keluarga, KA mengalami gangguan jiwa. Belum ada pula laporan kerugian dari warga atas kejadian tersebut.

""Menurut keterangan keluarga WNA tersebut yang disampaikan ke saksi bahwa yang bersangkutan mengalami gangguan kejiwaan. Sementara belum ada warga masyarakat yang dirugikan atas kejadian tersebut yang melaporkan kejadian tersebut ke Polsek Cisauk,"" katanya.

Lihat juga Video 'Ditangkap Imigrasi, WN Suriah Pemilik KTP Bali Diserahkan ke Kejaksaan':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727103/viral-wn-asal-afrika-barat-hadang-mobil-sambil-telanjang-dada-di-tangerang
Prabowo Dukung Gagasan Bersihkan Masjid hingga Food Bank,2023-05-18 19:14:25,"['Adrial Akbar', 'Https', 'Www.Facebook.Com Detikcom', 'Adrial Akbar -']","Menteri Pertahanan (Menhan) sekaligus Ketua Umum Partai Gerindra Prabowo Subianto menyebut banyak tokoh di Indonesia yang banyak berjanji. Namun janjinya itu tidak diperbuat alias hanya omongan doang (omdo).

Hal tersebut disampaikan Prabowo ketika menghadiri acara silaturahmi kebangsaan di Masjid Istiqlal, Jakarta Pusat, Kamis (18/5/2023). Awalnya Prabowo mengatakan setuju atas gagasan program bersih-bersih masjid dan bank makanan (food bank).

""Tadi inisiatif Said Aldi membersihkan mesjid, hari ini saya dapat lagi food bank, kalau memang kita tidak bisa bikin bank-bank makanan di banyak tempat. Kalau tidak bisa di beberapa tempat, yang penting kita mulai dululah,"" kata Prabowo.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Prabowo mengatakan gagasan food bank tersebut luar biasa. Dia pun akan memulai gagasan tersebut.

""Jadi saya catat, abis ini saya panggil saya punya staf dan segera kita mulai. Tidak usah dibesar-besarkan, tidak usah undang media, yang penting kita mulai. Kita lihat ini akan berkembang terus,"" ucapnya.

Terkait gagasan untuk bersih-bersih masjid, Prabowo juga turut mendukung. Sebab, kata dia, masjid adalah tempat yang penting bagi umat Islam.

""Karena memang masjid adalah tempat ibadah bagi muslim. Umat Islam dan tempat ibadah ini adalah tempat yang mulia, tempat yang harus kita muliakan, tempat yang kita anggap suci,"" ujarnya.

Prabowo menjelaskan bahwa food bank dapat menerima bantuan makanan dari masyarakat berupa susu hingga gula. Masyarakat juga tidak harus memberikan makanan dalam jumlah banyak.

""Kalau ada gagasan food bank ini, tadi tidak usah satu orang memikul beban yang berat, tapi kalau dia ada kemampuan tadi menyumbang 1 kilo gula hari ini, dia ada kelebihan 5 liter susu atau 2 liter susu atau setengah liter susu, dia tahu di mana dia antar itu susu,"" katanya.

Untuk itu, Prabowo menyebut tak perlu berlebihan dalam membuat janji. Menurutnya, tak perlu banyak omdo, tetapi harus langsung berbuat.

""Kita berbuat nggak usah muluk-muluk, nggak usah banyak janji, berbuat sederhana. Jangan banyak, kalau kata orang Timur bilang tokoh Indonesia ini banyak omong-omong. Omdo, omongan doang,"" pungkasnya.

Lihat juga Video 'Prabowo: Bagi Saya Malaysia Itu Kampung Halaman Kedua':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727092/prabowo-dukung-gagasan-bersihkan-masjid-hingga-food-bank
"Dipolisikan Buntut Penis Bocah Terbakar, Dokter di Pontianak Pasrah",2023-05-18 19:07:51,"['Riani Rahayu', 'Https', 'Www.Facebook.Com Detikcom', 'Riani Rahayu -']","Ikatan Dokter Indonesia (IDI) menyebut dokter khitan mengaku pasrah dipolisikan soal kasus penis bocah 9 tahun terbakar saat disunat di Pontianak, Kalimantan Barat. IDI menyebut dokter tersebut tidak sanggup membayar uang ganti rugi yang diminta orang tua korban sebesar Rp 300 juta.

""Kami kan melakukan mediasi, sampai dokternya pasrah. Ya sudahlah kalau begitu. Kami juga tidak bisa apa-apa. Dokternya sampai pasrah karena tidak sanggup membayar sampai Rp 300 juta,"" ujar Ketua IDI Kalbar Rifka, dilansir detikSulsel, Kamis (18/5/2023).

Rifka mengatakan saat ini kegiatan praktik dokter tersebut dihentikan sementara. IDI, kata Rifka, belum memutuskan untuk mencabut atau tidak terkait izin praktik dokter tersebut.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Belum (keputusan izin praktik dicabut). Dia dihentikan dulu. Dia sempat agak down dengan kejadian ini. Jadi dia memang sudah nggak praktik,"" terangnya.

Rifka pun mengungkapkan kondisi awal penis bocah 9 tahun yang terbakar saat disunat. Dia mengatakan kerusakan penis pasien terjadi pada bagian uretra.

""Ini untuk pastinya saya tidak tahu berapa persen (kerusakan). Setahu saya hanya di ujung di uretranya saja. Itu kemarin waktu saya dapat laporan awalnya,"" ujar Rifka.

Baca berita selengkapnya di sini.

Lihat juga Video 'Kepala Tersangkut Kaleng Biskuit, Bocah di Jakpus Ditolong Damkar':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727076/dipolisikan-buntut-penis-bocah-terbakar-dokter-di-pontianak-pasrah
Survei Indikator: Ganjar-Sandi Unggul di Simulasi Capres-Cawapres,2023-05-18 19:07:24,"['Inkana Putri', 'Https', 'Www.Facebook.Com Detikcom', 'Inkana Putri -']","Indikator Politik Indonesia melakukan survei terkait simulasi tiga pasangan capres dan cawapres pada pilpres 2024. Hasilnya, pasangan Ganjar Pranowo dan Sandiaga Salahuddin Uno mendapatkan elektabilitas tertinggi dengan perolehan nilai 38 persen.

Adapun pasangan Ganjar-Sandi mengalahkan pasangan Prabowo Subianto-Erick Thohir yang memperoleh 32,2 persen, serta pasangan Anies Baswedan-Agus Harimurti Yudhoyono dengan perolehan 19,2 persen. Sementara yang tidak tahu/tidak menjawab sebanyak 10,6 persen.

Pada simulasi berikutnya, pasangan Ganjar-Sandi juga mengalahkan pasangan Prabowo-Erick dan pasangan Anies-Khofifah Indar Parawansa.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Ganjar-Sandi memperoleh 37 persen, Prabowo-Erick memperoleh 34,3 persen sedangkan Anies-Khofifah memperoleh 17,9 persen. Sementara yang tidak menjawab/tidak tahu sebanyak 10,8 persen.

""Kalau Pak Ganjar berpasangan dengan Sandi mendapatkan 37 persen, Pak Prabowo dengan Erick 34,3 persen, dan Mas Anies dan Khofifah 17,9 persen,"" kata Direktur Eksekutif Indikator Politik Indonesia Burhanuddin Muhtadi dalam keterangan tertulis, Kamis (18/5/2023).

Hal ini disampaikannya dalam rilis survei secara daring bertema 'Peta Elektoral Pasca Deklarasi Ganjar Pranowo Sebagai Capres PDIP dan PPP, Kamis (18/5).

Burhanuddin mengatakan target populasi survei ini merupakan warga negara Indonesia yang berusia 17 tahun ke atas atau sudah menikah dan memiliki telepon, sekitar 83 persen dari total populasi nasional.

Pemilihan sampel dilakukan melalui random digit dialing (RDD), yakni teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak. Dengan teknik RDD sampel sebanyak 1.290 responden, dipilih melalui proses pembangkitan nomor telepon secara acak, validasi, dan screening.

Adapun margin of error survei ini diperkirakan kurang lebih 2,9 persen pada tingkat kepercayaan 95 persen, asumsi simple random sampling. Wawancara dengan responden pun dilakukan lewat telepon oleh pewawancara yang terlatih.",https://news.detik.com/pemilu/d-6727074/survei-indikator-ganjar-sandi-unggul-di-simulasi-capres-cawapres
Kereta Angkut Biji-bijian Tergelincir di Krimea,2023-05-18 19:05:44,"['Reuters Stringer', 'Https', 'Www.Facebook.Com Detikcom', 'Reuters Stringer -']","Krimea - Kecelakaan kereta api terjadi di Krimea, Kamis (18/5/2023). Kereta api yang mengangkut biji-bijian tergelincir di Distrik Simferopol.",https://news.detik.com/foto-news/d-6726904/kereta-angkut-biji-bijian-tergelincir-di-krimea
"Bocah 12 Tahun Tewas Tertabrak Bus TNI di Bekasi, Ini 5 Hal yang Diketahui",2023-05-18 19:03:11,"['Tim Detikcom', 'Https', 'Www.Facebook.Com Detikcom', 'Tim Detikcom -']","Seorang anak SD tertabrak bus dinas TNI AD di Karang Bahagia, Bekasi. Bocah berusia 12 tahun itu tertabrak hingga meninggal dunia. Korban tewas setelah motor yang dikemudikan ibunya menyenggol gerobak bubur.

Akibat insiden tersebut, sopir bus dinas TNI AD berinisial Serka BW diperiksa di Pomdam Jaya. Berikut sederet hal yang diketahui terkait kejadian bus dinas TNI tabrak anak SD hingga tewas di Bekasi:

1. Hendak Salip Kendaraan Lain

Kepala Dinas Penerangan TNI AD Brigjen TNI Hamim Tohari mengatakan peristiwa tersebut terjadi pada Selasa (16/5/2023) sekitar pukul 07.00 WIB. Saat itu korban berinisial QA (12) diboncengkan ibunya berinisial A yang tengah melaju dari arah utara menuju selatan di Jalan Raya Cikarang-Sukatani.

ADVERTISEMENT SCROLL TO RESUME CONTENT

Sesampai di TKP, kata Hamim, ibu korban hendak menyalip pemotor lain yang tengah membawa muatan gerobak bubur. Namun si ibu gagal menyalip hingga terjatuh dari sepeda motornya.

""Berusaha mendahului kendaraan di depannya sepeda motor Honda nopol B-6547-FVK yang dikendarai oleh Saudara Y, yang saat itu membawa muatan gerobak bubur dari arah sebelah kanan,"" kata Hamim saat dihubungi, Rabu (17/5/2023).

2. Senggolan dengan Gerobak Bubur

Gagal menyalip, motor yang ditumpangi korban dan ibunya lantas bersenggolan dengan gerobak bubur hingga terjatuh. Korban QA terpental dan berbenturan dengan bus TNI yang melaju di lajur yang sama.

""Namun, pada saat mendahului, terjadi benturan antara bagian setang kiri sepeda motor yang dikendarai oleh Saudari A dengan bagian gerobak bubur sepeda motor yang dikendarai oleh Saudara Y,"" ujar Hamim.

Akibatnya, korban QA terpental ke kanan dan membentur ban belakang sebelah kiri kendaraan bus dinas TNI AD yang dikemudikan Serka BW. Sementara ibu korban terjatuh ke sebelah kiri.

""Menyebabkan Saudari A hilang kendali dan terjatuh ke arah kiri. Namun penumpangnya, Saudari QA, terpental ke kanan dan membentur ban belakang sebelah kiri kendaraan bus dinas TNI noreg 2055-44 yang dikemudikan Serka BW, yang saat itu melaju dari arah yang sama,"" jelasnya.

Akibatnya, korban QA meninggal di lokasi tempat kejadian perkara (TKP). Sementara itu, ibunya A mengalami luka dan dilarikan ke rumah sakit.

""Akibat kecelakaan lalu lintas tersebut, Saudari QA, umur 12 tahun, meninggal dunia di lokasi kejadian dan Saudari A mengalami luka, kemudian dibawa ke RS Cenka,"" tuturnya.

4. Bus TNI Hendak Antar Anak TK ke Ancol

Kepala Dinas Penerangan TNI AD Brigjen Hamim Tohari mengungkap bahwa bus dinas TNI AD tersebut ternyata hendak mengantarkan anak TK ke Ancol, Jakarta Utara.

""Menurut keterangan dari Danpomdam Jaya, bus tersebut mau mengangkut anak TK ke Ancol,"" kata Hamim.

Namun hal tersebut batal karena bus dinas tersebut terlibat kecelakaan lalu lintas dengan pemotor di Bekasi. Saat ini kasus tersebut masih didalami oleh Pomdam Jaya dan Polres Metro Bekasi.

""Dalam penanganan Pomdam Jaya bersama Polres Metro Bekasi,"" ujarnya.

5. Serka BW: Sopir Bus TNI Diperiksa

Serka BW diperiksa seusai insiden kecelakaan anak SD tertabrak bus TNI yang dikendarainya yang menewaskan bocah QA (12) di Bekasi. Sopir bus dinas TNI AD itu kini diperiksa di Pomdam Jaya.

""Pengemudi sedang diperiksa, termasuk saksi-saksi di TKP,"" kata Kepala Dinas Penerangan TNI AD Brigjen Hamim Tohari saat dihubungi, Rabu (17/5/2023).

Hamim mengatakan pemeriksaan dilakukan guna mengusut kasus kecelakaan hingga tuntas. Termasuk mendalami apakah ada kelalaian dari Serka BW selaku pengemudi bus.

""(Pemeriksaan) untuk mengetahui secara lengkap kejadiannya, apakah karena kelalaian pengemudi bus atau karena masalah lain,"" ujarnya.

Lihat juga Video 'Detik-detik Bus Nyelonong ke Jurang di Guci Tegal':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727068/bocah-12-tahun-tewas-tertabrak-bus-tni-di-bekasi-ini-5-hal-yang-diketahui
Pendamping Desa Dinilai Berperan Penting Dorong Kemajuan Desa,2023-05-18 18:55:12,"['Yudistira Imandiar', 'Https', 'Www.Facebook.Com Detikcom', 'Yudistira Imandiar -']","Pemerintah melalui Kementerian Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi (Kemendes PDTT) mengerahkan pendamping desa untuk menunjang perkembangan desa-desa se-Indonesia. Pendamping desa berhubungan langsung dengan para perangkat dan warga desa.

Kepala Desa Pancuranmas, Kabupaten Magelang, Jawa Tengah Yuni Puji Istiono menyatakan pendamping desa menginspirasi kemajuan-kemajuan di desanya. Kini, Desa Pancuranmas telah menyandang status Desa Mandiri.

Hal itu disampaikan Istiono pada acara Refleksi Pendamping Lokal Desa Jawa Tengah di Stadion Bahurekso, Kendal, Jawa Tengah pada Rabu (17/5). Acara tersebut diselenggarakan Forum Komunikasi Pendamping Lokal Desa Jawa Tengah (FKPLD).

ADVERTISEMENT SCROLL TO RESUME CONTENT

Dalam kegiatan itu, Istiono dan beberapa kepala desa lainnya dipilih pendamping lokal desa Jawa Tengah sebagai kepala desa inspiratif 2023 menurut Forum Komunikasi Pendamping Lokal Desa Jawa Tengah (FKPLD).

""Desa kami kini mendapat status Desa Mandiri, setelah mendapatkan pendampingan. Saat ini, pendamping desa juga menginspirasi kampung bola, sehingga bibit-bibit pemain bola dari desa sudah masuk Pelatnas,"" jelas Istiono dikutip dalam keterangan tertulis, Jumat (18/5/2023).

Kepala Desa Datar, Kabupaten Cilacap, Jawa Tengah, Darsah yang juga menjadi kepala desa inspiratif menuturkan pendamping desa mendorong terbitnya badan hukum BUM Desa Maju Sejahtera Datar yang mengelola wisata desa.

""Kami segera bekerja sama dengan Kemendes PDTT agar wisata desa kami terpublikasi secara elektronik,"" ungkap Darsah.

Sementara itu, Kepala BPSDM Kemendes PDTT Luthfiyah Nurlaela menjelaskan pendampingan dilaksanakan secara berjenjang. Di pusat terdapat Tenaga Ahli Pemberdayaan Masyarakat atau TAPM Pusat. Di provinsi bertugas TAPM Provinsi. Di Kabupaten dan kota terdapat TAPM Kabupaten/kota. Di kecamatan ada pendamping desa atau PD.

""Lalu di desa dinamakan pendamping lokal desa atau PLD. Mereka yang langsung berhubungan dengan pemerintah desa dan warga desa,"" terang Luthfiyah.

Lebih lanjut, Kepala Badan Pengembangan dan Informasi Kemendes PDTT Ivanovich Agusta menyampaikan Menteri Desa PDTT A Halim Iskandar sejak awal menempatkan posisi tertinggi bagi para pendamping yang bertugas langsung ke desa-desa. Mereka dinamakan pendamping lokal desa atau PLD.

""Sejak tahun 2021, pengelolaan PLD ditarik sepenuhnya di Kemendes PDTT, untuk memperlancar pengelolaan dan peningkatan kapasitas. Kini tidak ada lagi rekrutmen pendamping desa, kecuali hanya untuk PLD,"" papar Ivanovich.

Ketua FKPLD Aris Yudirianto menjabarkan bibit forum komunikasi PLD telah dimulai sejak tahun 2016. Selain berbagi informasi perihal kebijakan desa dan praktek pendampingan masyarakat, FKPLD juga mendorong peningkatan kapasitas pendamping desa.

""Saat ini kami fokus pada dua hal, yaitu agar PLD tetap eksis kelak dalam pemerintahan yang baru, karena terbukti dibutuhkan desa. Selain itu, honor PLD sudah saatnya dinaikkan, gunanya untuk memperluas praktik-praktik pemberdayaan lintas desa,"" ujar Aris.

Lihat juga Video 'Sułoszowa, Desa Unik dengan 6 Ribu Penduduk Tinggal di Jalan yang Sama':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727060/pendamping-desa-dinilai-berperan-penting-dorong-kemajuan-desa
"Survei Cawapres Indikator: Sandiaga 24,5%, RK 18,3%, Erick Thohir 15,3%",2023-05-18 18:54:12,"['Tiara Aliya Azzahra', 'Https', 'Www.Facebook.Com Detikcom', 'Tiara Aliya Azzahra -']","Lembaga Survei Indikator Politik Indonesia merilis hasil survei terbaru bakal calon wakil presiden (cawapres) 2024 potensial. Hasilnya, Menparekraf Sandiaga Uno berada di posisi teratas sebagai cawapres disusul Gubernur Jawa Barat Ridwan Kamil dan Menteri BUMN Erick Thohir.

Survei ini dilakukan pada periode 30 April-5 Mei 2023. Survei dilakukan menggunakan metode random digit dialing (RDD) atau teknik memilih sampel melalui proses pembangkitan nomor telepon secara acak. Sebanyak 1.200 responden yang merupakan warga dengan hak pilih, berusia 17 tahun ke atas, atau sudah menikah. Margin of error survei berada di +- 2,9% dengan tingkat kepercayaan 95%. Survei dilakukan lewat telepon oleh pewawancara yang dilatih.

Indikator menampilkan hasil simulasi 7 nama cawapres potensial. Responden diberikan pertanyaan 'jika pemilihan presiden diadakan sekarang, siapa yang ibu/bapak anggap paling pantas sebagai calon Wakil Presiden di antara nama-nama berikut?'. Hasilnya sebagai berikut:

ADVERTISEMENT SCROLL TO RESUME CONTENT

1. Sandiaga Uno: 24,5%

2. Ridwan Kamil: 18,3%

3. Erick Thohir: 15,3%

4. Mahfud Md: 13,7%

5. Agus Harimurti Yudhoyono: 7,5%

6. Khofifah Indar Parawansa: 5,7%

7. Muhaimin Iskandar: 1,1%

8. TT/TJ: 13,8%

""Ini ada perubahan. Sandiaga Uno mulai menyalip Ridwan Kamil. Jadi sebelumnya RK teratas tuh dalam survei Capres Cawapres, kemudian Sandiaga dan AHY di peringkat 3 dan 4. Tetapi ini ada perubahan, Sandi mulai menyodok, Erick Thohir juga. Erick Thohir (cenderung) stabil, Pak Mahfud naik,"" kata Peneliti Utama Indikator Burhanuddin Muhtadi, Kamis (18/5/2023).

Sementara berdasarkan simulasi 5 nama cawapres, Sandiaga kembali unggul dibandingkan kandidat lainnya dengan memperoleh voting 27,8%. Rincian lengkapnya sebagai berikut:

1. Sandiaga Uno: 27,8%

2. Ridwan Kamil: 21,5%

3. Erick Thohir: 18,8%

4. Agus Harimurti Yudhoyono: 9,4%

5. Khofifah Indar Parawansa: 7,6%

6. TT/TJ: 15%

Indikator juga menampilkan simulasi 7 nama cawapres menurut pilihan pada Pemilu 2019. Hasilnya, pemilih paslon Prabowo Subianto-Sandiaga Uno saat Pilpres 2019 silam kembali memilih Sandiaga Uno pada Pilpres 2024 mendatang. Hasilnya sebagai berikut:

Joko Widodo-Ma'ruf Amin base 55,5%:

1. Sandiaga Uno: 21,9%

2. Ridwan Kamil: 18,1%

3. Erick Thohir: 17,2%

4. Mahfud Md: 21,8%

5. Agus Harimurti Yudhoyono: 6,2%

6. Khofifah Indar Parawansa: 4,1%

7. Muhaimin Iskandar: 1,2%

8. TT/TJ: 9,6%

Prabowo Subianto-Sandiaga Uno base 44,5%

1. Sandiaga Uno: 27,8%

2. Ridwan Kamil: 15,1%

3. Erick Thohir: 17,3%

4. Mahfud Md: 15,3%

5. Agus Harimurti Yudhoyono: 14,4%

6. Khofifah Indar Parawansa: 4,8%

7. Muhaimin Iskandar: 1,2%

8. TT/TJ: 4,1%.

Survei Paslon 2024: Duet Ganjar-Sandi Ungguli Prabowo-Erick

Indikator membuat empat simulasi pasangan calon presiden dan wakil presiden potensial pada 2024 mendatang. Dari hasil simulasi tersebut, duet Ganjar Pranowo-Sandiaga Uno unggul dibandingkan Prabowo Subianto-Erick Thohir.

Responden disuguhkan pertanyaan 'Jika pemilihan presiden diadakan sekarang, siapa yang akan Ibu/Bapak pilih sebagai presiden di antara pasangan nama berikut ini?'.

Simak hasil simulasinya:

Simulasi 1

Anies Baswedan-Mahfud Md: 17,6%

Ganjar Pranowo-Ridwan Kamil: 36,3%

Prabowo Subianto-Erick Thohir: 35,4%

TT/TJ: 10,7%

Simulasi 2

Anies Baswedan-Agus Harimurti Yudhoyono: 19,2%

Ganjar Pranowo-Sandiaga Uno: 38%

Prabowo Subianto-Erick Thohir: 32,2%

TT/TJ: 10,6%

Simulasi 3

Anies Baswedan-Khofifah Indar: 17,9%

Ganjar Pranowo-Sandiaga Uno: 37%

Prabowo Subianto-Erick Thohir: 34,3%

TT/TJ: 10,8%.

Simulasi 4

Anies Baswedan-Agus Harimurti Yudhoyono: 18,5%

Ganjar Pranowo-Ridwan Kamil: 40,1%

Prabowo Subianto-Khofifah Indar Parawansa: 30,5%

TT/TJ: 11%.",https://news.detik.com/pemilu/d-6727059/survei-cawapres-indikator-sandiaga-245-rk-183-erick-thohir-153
Prabowo Sebut Ada Ormas Anggotanya Cuma 11 Orang: Lebih Baik Remaja Masjid,2023-05-18 18:35:09,"['Adrial Akbar', 'Https', 'Www.Facebook.Com Detikcom', 'Adrial Akbar -']","Menteri Pertahanan (Menhan) Prabowo Subianto menyebut ada organisasi kemasyarakatan (ormas) yang hanya beranggotakan 11 orang. Bahkan ormas tersebut tidak memiliki kegiatan.

""Banyak di bangsa kita organisasi. Banyak ormas kadang-kadang ormasnya anggotanya cuma 11 orang doang. Itu namanya organisasi papan nama. Jadi kegiatannya nggak ada,"" ujar Prabowo dalam paparannya di acara silaturahmi kebangsaan di Masjid Istiqlal, Jakarta Pusat, Kamis (18/5/2023).

Prabowo menambahkan ormas tersebut sering mengirimkan proposal. Dibandingkan ormas seperti itu, dirinya pun menyebut lebih baik organisasi remaja masjid.

ADVERTISEMENT SCROLL TO RESUME CONTENT

""Tapi dia sering bikin proposal, ya kan? Proposal ia kirim semua. Lebih baik organisasi yang mulia seperti remaja masjid,"" ungkapnya.

Remaja masjid Indonesia, kata Prabowo, adalah organisasi yang mulia. Karena salah satu aksinya adalah membersihkan masjid.

""Saya sarankan di mana-mana, tolong kebersihan kota kita, wilayah kita, dijaga. Dan remaja ini tolong didukung. Di kota kita yang indah kadang di Pylox (cat semprot) di dinding-dinding macam-macam tulisan yang nggak-nggak. Merusak,"" sebutnya.

Sebelumnya, Prabowo Subianto menghadiri acara 'Silaturahmi dan Tausiyah Kebangsaan' dan pemberian bingkisan kepada fakir miskin. Acara tersebut digelar oleh Badan Komunikasi Pemuda Remaja Masjid Indonesia (BKPRMI), Dunia Melayu Dunia Islam (DMDI), dan Yayasan Prabowo Subianto. Prabowo tiba di lokasi acara pada pukul 13.39 WIB.

Turut mendampingi Prabowo, Ketua Umum DPP BKPRMI Said Aldi Al Idrus, Presiden DMDI Tun Seri Setia (Dr) Mohd Ali Mohd Rustam, dan Imam Makkah Muhammad Sharif Muhammad Imrani. Sejumlah warga pun sempat berebut untuk mengambil foto.

Simak Video 'Survei Indikator: Prabowo Teratas, Elektabilitas Ganjar Reborn':



[Gambas:Video 20detik]





",https://news.detik.com/berita/d-6727011/prabowo-sebut-ada-ormas-anggotanya-cuma-11-orang-lebih-baik-remaja-masjid
